datetime; open; high; low; close; volume; suspicious
34310000;1421601;1421700;1421601;1421700;1707;0
34311000;1421700;1421800;1421699;1421700;7600;0
34315000;1421800;1421800;1421800;1421800;1548;0
34317000;1421835;1421835;1421835;1421835;200;0
34319000;1421900;1421900;1421900;1421900;1;0
34320000;1422000;1422000;1422000;1422000;200;0
34321000;1422000;1422100;1422000;1422000;796;0
34323000;1422101;1422101;1422101;1422101;100;0
34325000;1422200;1422200;1422200;1422200;200;0
34326000;1422200;1422200;1422200;1422200;100;0
34327000;1422299;1422299;1422200;1422200;3550;0
34328000;1422150;1422200;1422150;1422199;2600;0
34329000;1422200;1422300;1422200;1422300;1000;0
34330000;1422250;1422300;1422250;1422300;380;0
34332000;1422200;1422200;1422200;1422200;500;0
34333000;1422100;1422100;1422100;1422100;330;0
34334000;1422041;1422041;1422041;1422041;30;0
34336000;1422100;1422200;1422100;1422200;1700;0
34338000;1422300;1422500;1422300;1422450;2003;0
34339000;1422501;1422501;1422500;1422500;600;0
34340000;1422500;1422500;1422500;1422500;300;0
34341000;1422500;1422512;1422500;1422512;525;0
34342000;1422600;1422700;1422594;1422700;6451;0
34343000;1422699;1422699;1422600;1422600;1000;0
34344000;1422700;1422800;1422700;1422800;3800;0
34345000;1422900;1422900;1422800;1422850;1089;0
34346000;1422700;1422700;1422600;1422600;3836;0
34347000;1422600;1422800;1422600;1422763;4918;0
34348000;1422700;1422700;1422700;1422700;1300;0
34349000;1422700;1422800;1422700;1422800;1100;0
34350000;1422900;1422900;1422800;1422800;175;0
34351000;1422750;1422800;1422700;1422800;411;0
34352000;1422800;1422800;1422800;1422800;100;0
34353000;1422700;1422765;1422700;1422765;177;0
34354000;1422700;1422700;1422700;1422700;300;0
34355000;1422800;1422800;1422699;1422699;415;0
34356000;1422600;1422600;1422600;1422600;100;0
34358000;1422700;1422700;1422700;1422700;200;0
34359000;1422700;1422700;1422700;1422700;66;0
34360000;1422700;1422700;1422700;1422700;74;0
34361000;1422600;1422650;1422600;1422600;3491;0
34362000;1422600;1422600;1422573;1422574;704;0
34365000;1422500;1422500;1422300;1422300;356;0
34366000;1422300;1422300;1422300;1422300;3600;0
34367000;1422300;1422300;1422300;1422300;200;0
34368000;1422400;1422400;1422300;1422300;400;0
34369000;1422400;1422400;1422300;1422300;550;0
34370000;1422362;1422400;1422362;1422400;849;0
34371000;1422300;1422400;1422300;1422400;511;0
34373000;1422400;1422400;1422300;1422400;3500;0
34375000;1422400;1422400;1422400;1422400;100;0
34377000;1422205;1422205;1422205;1422205;1;0
34378000;1422200;1422200;1422127;1422127;1003;0
34379000;1422100;1422100;1422100;1422100;200;0
34381000;1422000;1422000;1421900;1421900;317;0
34382000;1421900;1421900;1421900;1421900;701;0
34383000;1421800;1421900;1421800;1421900;29;0
34384000;1421800;1421900;1421800;1421900;5500;0
34385000;1422000;1422000;1422000;1422000;300;0
34386000;1422099;1422100;1422099;1422100;17260;0
34388000;1422100;1422100;1422100;1422100;1850;0
34389000;1422200;1422200;1422200;1422200;900;0
34390000;1422200;1422200;1422200;1422200;100;0
